,data_year,pub_agency_name,agency_type_name,state_name,division_name,county_name,region_name,population_group_desc,offense_name,offender_race,offender_ethnicity,offender_age,offender_sex,victim_type_name,location_name,weapon_name,prop_desc_name,stolen_value,recovered_value,date_recovered
1407,2021,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Theft From Building,Unknown,Unknown,0.0,U,Individual,Auto Dealership New/Used,Unknown,Other,5.0,5,2021-02-28
1439,2021,Wayne Township,City,New Jersey,Middle Atlantic,PASSAIC,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,35000.0,35000,2021-10-05
1440,2021,Jacksonville,City,North Carolina,South Atlantic,ONSLOW,South,"Cities from 50,000 thru 99,999",False Pretenses/Swindle/Confidence Game,Black or African American,Not Hispanic or Latino,30.0,M,Business,Commercial/Office Building,Unknown,Automobile,23995.0,23995,2021-11-30
1456,2021,San Diego,County,California,Pacific,SAN DIEGO,West,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,30000.0,30000,2021-06-28
1477,2021,Hartford,City,Connecticut,New England,HARTFORD,Northeast,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,White,Hispanic or Latino,30.0,M,Other,Park/Playground,Unknown,Automobile,6274.0,6274,2021-08-14
1494,2021,Hartford,City,Connecticut,New England,HARTFORD,Northeast,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,25000.0,25000,2021-10-21
1502,2021,Hartford,City,Connecticut,New England,HARTFORD,Northeast,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,25000.0,25000,2021-10-21
1507,2021,Valencia,County,New Mexico,Mountain,VALENCIA,West,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,21.0,F,Individual,Residence/Home,Unknown,Other,1.0,1,2021-05-04
1508,2021,Valencia,County,New Mexico,Mountain,VALENCIA,West,"MSA counties from 25,000 thru 99,999",Stolen Property Offenses,White,Not Hispanic or Latino,21.0,F,Individual,Residence/Home,Unknown,Other,1.0,1,2021-05-04
1528,2021,Las Vegas Metropolitan Police Department,City,Nevada,Mountain,CLARK,West,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,98.0,U,Individual,Bar/Nightclub,Unknown,Automobile,14000.0,14000,2021-05-19
1532,2021,Las Vegas Metropolitan Police Department,City,Nevada,Mountain,CLARK,West,"Cities 1,000,000 or over",All Other Larceny,Unknown,Unknown,98.0,U,Individual,Bar/Nightclub,Unknown,Automobile,14000.0,14000,2021-05-19
1533,2021,Las Vegas Metropolitan Police Department,City,Nevada,Mountain,CLARK,West,"Cities 1,000,000 or over",All Other Larceny,White,Hispanic or Latino,13.0,F,Business,Department/Discount Store,Unknown,Clothes/ Furs,529.0,529,2021-05-22
1538,2021,Georgetown,County,South Carolina,South Atlantic,GEORGETOWN,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2021-08-06
1542,2021,Charlotte-Mecklenburg,City,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Automobile,24000.0,14000,2021-03-27
1550,2021,Onslow,County,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,White,Not Hispanic or Latino,26.0,F,Business,Department/Discount Store,Unknown,Other,6.0,6,2021-01-05
1551,2021,Onslow,County,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,Not Hispanic or Latino,30.0,M,Business,Department/Discount Store,Unknown,Other,6.0,6,2021-01-05
1597,2021,Richmond,City,Virginia,South Atlantic,RICHMOND CITY,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,2000.0,2000,2022-01-16
1607,2021,Grant,County,Washington,Pacific,GRANT,West,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,White,Hispanic or Latino,28.0,M,Individual,Residence/Home,Unknown,Automobile,2000.0,2000,2021-12-04
1608,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Household Goods,600.0,600,2021-02-04
1609,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Automobile,18000.0,18000,2021-02-07
1612,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2021-02-12
1616,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,15.0,M,Individual,Parking/Drop Lot/Garage,None,Automobile,1.0,1,2021-02-14
1632,2021,Seattle,City,Washington,Pacific,KING,West,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,White,Hispanic or Latino,29.0,M,Individual,Residence/Home,Unknown,Documents/ Personal or Business,0.0,0,2021-12-23
1633,2021,Seattle,City,Washington,Pacific,KING,West,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,1.0,1,2022-01-09
1651,2021,Columbus,City,Georgia,South Atlantic,MUSCOGEE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,5000.0,5000,2021-03-03
1655,2021,Columbus,City,Georgia,South Atlantic,MUSCOGEE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,8000.0,8000,2021-03-12
1669,2021,Las Vegas Metropolitan Police Department,City,Nevada,Mountain,CLARK,West,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,3000.0,3000,2021-07-05
1714,2021,Brooks,County,Georgia,South Atlantic,BROOKS,South,"MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,26.0,M,Individual,Other/Unknown,Unknown,Recreational Vehicles,2000.0,2000,2021-07-30
1715,2021,Cairo,City,Georgia,South Atlantic,GRADY,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1.0,1,2021-08-09
1754,2021,Cedartown,City,Georgia,South Atlantic,POLK,South,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Purse/ Wallet,58.0,1,2021-06-17
1852,2021,Akron,City,Ohio,East North Central,SUMMIT,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2021-10-09
1854,2021,Akron,City,Ohio,East North Central,SUMMIT,Midwest,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2021-10-09
1867,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,Black or African American,Not Specified,12.0,F,Business,Auto Dealership New/Used,Unknown,Automobile,3.0,3,2021-05-12
1868,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Not Specified,12.0,F,Business,Auto Dealership New/Used,Unknown,Automobile,3.0,3,2021-05-12
1869,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,Black or African American,Not Specified,13.0,M,Business,Auto Dealership New/Used,Unknown,Automobile,3.0,3,2021-05-12
1870,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Black or African American,Not Specified,13.0,M,Business,Auto Dealership New/Used,Unknown,Automobile,3.0,3,2021-05-12
1872,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,None,Automobile,30101.0,30000,2021-05-15
1879,2021,University of Arkansas:,University or College,Arkansas,West South Central,WASHINGTON,South,"Cities under 2,500",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Other Motor Vehicles,1400.0,1400,2021-05-14
1922,2021,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Vehicle Parts,50.0,50,2021-08-25
1923,2021,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Office Equipment,120.0,120,2021-08-25
1924,2021,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,2000.0,2000,2021-08-25
1992,2021,Elsa,City,Texas,West South Central,HIDALGO,South,"Cities from 2,500 thru 9,999",All Other Larceny,White,Hispanic or Latino,34.0,F,Business,Department/Discount Store,Unknown,Merchandise,118.0,118,2021-07-12
2006,2021,Tom Green,County,Texas,West South Central,TOM GREEN,South,"MSA counties from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Construction Site,Unknown,Logging Equipment,28000.0,27500,2021-09-02
2008,2021,Baltimore County Police Department,County,Maryland,South Atlantic,BALTIMORE,South,"MSA counties 100,000 or over",Burglary/Breaking & Entering,Unknown,Unknown,24.0,U,Business,Convenience Store,Unknown,Office Equipment,3000.0,1500,2021-12-24
2010,2021,Baltimore County Police Department,County,Maryland,South Atlantic,BALTIMORE,South,"MSA counties 100,000 or over",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,24.0,M,Business,Convenience Store,Unknown,Office Equipment,3000.0,1500,2021-12-24
2018,2021,Los Fresnos,City,Texas,West South Central,CAMERON,South,"Cities from 2,500 thru 9,999",All Other Larceny,White,Hispanic or Latino,32.0,F,Business,Residence/Home,Unknown,Consumable Goods,239.0,239,2021-09-05
2019,2021,Los Fresnos,City,Texas,West South Central,CAMERON,South,"Cities from 2,500 thru 9,999",All Other Larceny,White,Hispanic or Latino,30.0,M,Business,Residence/Home,Unknown,Consumable Goods,239.0,239,2021-09-05
2020,2021,Marion,City,Ohio,East North Central,MARION,Midwest,"Cities from 25,000 thru 49,999",All Other Larceny,White,Not Hispanic or Latino,48.0,M,Business,Commercial/Office Building,Unknown,Other,20.0,20,2021-04-05
2029,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Robbery,Black or African American,Not Specified,0.0,M,Individual,Convenience Store,None,Alcohol,2.0,2,2021-07-13
2031,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,6801.0,6800,2021-07-14
2035,2021,Decatur,City,Illinois,East North Central,MACON,Midwest,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,White,Unknown,16.0,F,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Money,16.0,16,2021-07-09
2069,2021,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2021-09-13
2071,2021,Breese,City,Illinois,East North Central,CLINTON,Midwest,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,Not Specified,39.0,F,Individual,Residence/Home,Unknown,Automobile,20000.0,20000,2021-01-14
2094,2021,New Albany,City,Indiana,East North Central,FLOYD,Midwest,"Cities from 25,000 thru 49,999",All Other Larceny,Black or African American,Not Specified,29.0,M,Business,Grocery/Supermarket,Unknown,Other,289.0,289,2021-06-23
2095,2021,New Albany,City,Indiana,East North Central,FLOYD,Midwest,"Cities from 25,000 thru 49,999",All Other Larceny,Black or African American,Not Specified,24.0,F,Business,Grocery/Supermarket,Unknown,Other,289.0,289,2021-06-23
2125,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other,484.0,484,2021-05-20
2127,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Radio/ TV/ VCR,100.0,100,2021-05-20
2130,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2021-05-20
2131,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Clothes/ Furs,33605.0,5,2021-05-20
2169,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,3000.0,3000,2021-09-27
2177,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",All Other Larceny,White,Not Hispanic or Latino,46.0,M,Business,Convenience Store,Unknown,Household Goods,26.0,26,2021-08-03
2225,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Bar/Nightclub,Unknown,Automobile,4000.0,4000,2021-03-12
2244,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,White,Unknown,0.0,M,Individual,Hotel/Motel/Etc.,Unknown,Automobile,2500.0,2500,2021-07-22
2251,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",All Other Larceny,Black or African American,Not Hispanic or Latino,28.0,M,Individual,Residence/Home,Unknown,Lawn/ Yard/ Garden Equipment,34195.0,5389,2021-10-05
2253,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",All Other Larceny,Black or African American,Unknown,37.0,M,Individual,Residence/Home,Unknown,Lawn/ Yard/ Garden Equipment,34195.0,5389,2021-10-05
2255,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,M,Individual,Residence/Home,Unknown,Lawn/ Yard/ Garden Equipment,34195.0,5389,2021-10-05
2256,2021,Montgomery,County,Ohio,East North Central,MONTGOMERY,Midwest,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,White,Not Specified,35.0,M,Individual,Other/Unknown,Unknown,Household Goods,1.0,1,2021-09-24
2257,2021,Mobile,City,Alabama,East South Central,MOBILE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Trucks,4500.0,4500,2021-07-07
2290,2021,Fulton County Police Department,County,Georgia,South Atlantic,FULTON,South,"MSA counties under 10,000",All Other Larceny,Unknown,Unknown,0.0,U,Business,Construction Site,Unknown,Industrial Equipment,4000.0,4000,2021-04-30
2327,2021,Norcross,City,Georgia,South Atlantic,GWINNETT,South,"Cities from 10,000 thru 24,999",All Other Larceny,Black or African American,Not Hispanic or Latino,23.0,M,Business,Dock/Wharf/Freight/Modal Terminal,Unknown,Computer Hard/ Software,649.0,649,2021-12-06
2362,2021,St. Mary's,County,Maryland,South Atlantic,ST MARY'S,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,Not Hispanic or Latino,16.0,M,Individual,Residence/Home,Unknown,Money,2400.0,1200,2021-02-14
2363,2021,St. Mary's,County,Maryland,South Atlantic,ST MARY'S,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,Not Hispanic or Latino,16.0,M,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,7080.0,1100,2021-02-14
2366,2021,St. Mary's,County,Maryland,South Atlantic,ST MARY'S,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Not Hispanic or Latino,24.0,M,Individual,Residence/Home,Unknown,Automobile,1000.0,1000,2021-02-05
2474,2021,St. Mary's,County,Maryland,South Atlantic,ST MARY'S,South,"MSA counties 100,000 or over",All Other Larceny,White,Not Hispanic or Latino,14.0,M,Business,Specialty Store,Unknown,Drug Equipment,50.0,50,2021-04-10
2495,2021,Davenport,City,Iowa,West North Central,SCOTT,Midwest,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Business,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,10000.0,5000,2021-01-30
2498,2021,Davenport,City,Iowa,West North Central,SCOTT,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,10000.0,5000,2021-01-30
2501,2021,Davenport,City,Iowa,West North Central,SCOTT,Midwest,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,10000.0,5000,2021-01-30
2504,2021,Davenport,City,Iowa,West North Central,SCOTT,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,10000.0,5000,2021-01-30
2517,2021,Moline,City,Illinois,East North Central,ROCK ISLAND,Midwest,"Cities from 25,000 thru 49,999",Shoplifting,White,Unknown,29.0,M,Business,Grocery/Supermarket,Unknown,Tools,97.0,97,2021-02-20
2519,2021,Moline,City,Illinois,East North Central,ROCK ISLAND,Midwest,"Cities from 25,000 thru 49,999",All Other Larceny,White,Unknown,29.0,M,Business,Grocery/Supermarket,Unknown,Tools,97.0,97,2021-02-20
2521,2021,Moline,City,Illinois,East North Central,ROCK ISLAND,Midwest,"Cities from 25,000 thru 49,999",Shoplifting,White,Unknown,29.0,M,Individual,Grocery/Supermarket,Unknown,Tools,97.0,97,2021-02-20
2523,2021,Moline,City,Illinois,East North Central,ROCK ISLAND,Midwest,"Cities from 25,000 thru 49,999",All Other Larceny,White,Unknown,29.0,M,Individual,Grocery/Supermarket,Unknown,Tools,97.0,97,2021-02-20
