,data_year,pub_agency_name,agency_type_name,state_name,division_name,county_name,region_name,population_group_desc,offense_name,offender_race,offender_ethnicity,offender_age,offender_sex,victim_type_name,location_name,weapon_name,prop_desc_name,stolen_value,recovered_value,date_recovered
72595,2020,Castle Hills,City,Texas,West South Central,BEXAR,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,Hispanic or Latino,16.0,M,Individual,Residence/Home,Unknown,Automobile,8990.0,8990,2020-03-02
72596,2020,Castle Hills,City,Texas,West South Central,BEXAR,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,M,Individual,Residence/Home,Unknown,Automobile,8990.0,8990,2020-03-02
72631,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,20000.0,20000,2020-12-17
72633,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Business,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,20000.0,20000,2020-12-17
72657,2020,Mitchell,County,Georgia,South Atlantic,MITCHELL,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,32.0,M,Individual,Field/Woods,Unknown,Automobile,5000.0,5000,2020-03-07
72667,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Grocery/Supermarket,Unknown,Automobile,1.0,1,2020-06-11
72668,2020,Hazelwood,City,Missouri,West North Central,ST LOUIS,Midwest,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,18.0,M,Individual,Residence/Home,Unknown,Automobile,5000.0,5000,2020-02-20
72673,2020,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,White,Not Specified,58.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Vehicle Parts,12.0,6,2020-01-13
72674,2020,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,White,Not Specified,58.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Household Goods,50.0,50,2020-01-15
72675,2020,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,White,Not Specified,58.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1500.0,1500,2020-01-13
72677,2020,Jasper,County,Georgia,South Atlantic,JASPER,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,27.0,M,Individual,Residence/Home,Unknown,Automobile,17000.0,17000,2020-01-25
72678,2020,Kansas City,City,Missouri,West North Central,"CASS, CLAY, JACKSON, PLATTE",Midwest,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Identity Documents,0.0,0,2020-08-06
72680,2020,Kansas City,City,Missouri,West North Central,"CASS, CLAY, JACKSON, PLATTE",Midwest,"Cities from 250,000 thru 499,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Other,Residence/Home,Unknown,Identity Documents,0.0,0,2020-08-06
72697,2020,Prince William County Police Department,County,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,White,Hispanic or Latino,20.0,M,Business,Parking/Drop Lot/Garage,Unknown,Alcohol,80.0,10,2020-12-07
72698,2020,Prince William County Police Department,County,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Black or African American,Unknown,20.0,F,Business,Parking/Drop Lot/Garage,Unknown,Alcohol,80.0,10,2020-12-07
72699,2020,Prince William County Police Department,County,Virginia,South Atlantic,PRINCE WILLIAM,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,Unknown,20.0,M,Business,Parking/Drop Lot/Garage,Unknown,Alcohol,80.0,10,2020-12-07
72709,2020,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Vehicle Parts,80.0,80,2020-01-10
72710,2020,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,22000.0,22000,2020-01-10
72714,2020,North Charleston,City,South Carolina,South Atlantic,"CHARLESTON, DORCHESTER",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,9500.0,9500,2020-02-12
72733,2020,Cabell,County,West Virginia,South Atlantic,CABELL,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,9000.0,9000,2020-03-23
72737,2020,Cabell,County,West Virginia,South Atlantic,CABELL,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,9000.0,9000,2020-03-23
72778,2020,Starkville,City,Mississippi,East South Central,OKTIBBEHA,South,"Cities from 25,000 thru 49,999",All Other Larceny,White,Not Hispanic or Latino,50.0,M,Individual,Hotel/Motel/Etc.,Unknown,Other,100.0,100,2020-09-24
72779,2020,Starkville,City,Mississippi,East South Central,OKTIBBEHA,South,"Cities from 25,000 thru 49,999",All Other Larceny,White,Not Hispanic or Latino,50.0,M,Individual,Hotel/Motel/Etc.,Unknown,Firearms,250.0,250,2020-09-24
72780,2020,Starkville,City,Mississippi,East South Central,OKTIBBEHA,South,"Cities from 25,000 thru 49,999",All Other Larceny,White,Not Hispanic or Latino,50.0,M,Individual,Hotel/Motel/Etc.,Unknown,Automobile,5001.0,5001,2020-09-24
72781,2020,Starkville,City,Mississippi,East South Central,OKTIBBEHA,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,50.0,M,Individual,Hotel/Motel/Etc.,Unknown,Other,100.0,100,2020-09-24
72782,2020,Starkville,City,Mississippi,East South Central,OKTIBBEHA,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,50.0,M,Individual,Hotel/Motel/Etc.,Unknown,Firearms,250.0,250,2020-09-24
72783,2020,Starkville,City,Mississippi,East South Central,OKTIBBEHA,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,50.0,M,Individual,Hotel/Motel/Etc.,Unknown,Automobile,5001.0,5001,2020-09-24
72784,2020,Onslow,County,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,White,Unknown,36.0,M,Business,Grocery/Supermarket,Unknown,Merchandise,106.0,106,2020-02-21
72785,2020,Onslow,County,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",All Other Larceny,White,Not Hispanic or Latino,33.0,F,Business,Grocery/Supermarket,Unknown,Merchandise,106.0,106,2020-02-21
72789,2020,Terre Haute,City,Indiana,East North Central,VIGO,Midwest,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,34.0,M,Individual,Residence/Home,Unknown,Trucks,12000.0,12000,2020-07-04
72796,2020,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2020-05-25
72801,2020,Thomasville,City,North Carolina,South Atlantic,"DAVIDSON, RANDOLPH",South,"Cities from 25,000 thru 49,999",False Pretenses/Swindle/Confidence Game,Black or African American,Unknown,39.0,M,Business,Specialty Store,Unknown,Jewelry/ Precious Metals,600.0,600,2020-02-13
72802,2020,Thomasville,City,North Carolina,South Atlantic,"DAVIDSON, RANDOLPH",South,"Cities from 25,000 thru 49,999",False Pretenses/Swindle/Confidence Game,Black or African American,Not Hispanic or Latino,46.0,M,Business,Specialty Store,Unknown,Jewelry/ Precious Metals,600.0,600,2020-02-13
72805,2020,Caldwell,County,North Carolina,South Atlantic,CALDWELL,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,44.0,M,Individual,Residence/Home,Unknown,Automobile,13000.0,13000,2020-03-29
72807,2020,Caldwell,County,North Carolina,South Atlantic,CALDWELL,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,44.0,M,Individual,Residence/Home,Unknown,Automobile,13000.0,13000,2020-03-29
72812,2020,Cookeville,City,Tennessee,East South Central,PUTNAM,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,Not Hispanic or Latino,33.0,M,Business,Parking/Drop Lot/Garage,Unknown,Vehicle Parts,867.0,867,2020-03-22
72814,2020,Cookeville,City,Tennessee,East South Central,PUTNAM,South,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,Not Hispanic or Latino,33.0,M,Society/Public,Parking/Drop Lot/Garage,Unknown,Vehicle Parts,867.0,867,2020-03-22
72817,2020,Attalla,City,Alabama,East South Central,ETOWAH,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Other/Unknown,Unknown,Other Motor Vehicles,7777.0,7777,2021-12-21
72832,2020,Lake Havasu City,City,Arizona,Mountain,MOHAVE,West,"Cities from 50,000 thru 99,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Convenience Store,Unknown,Bicycles,600.0,300,2020-05-04
72835,2020,Mitchell,County,Georgia,South Atlantic,MITCHELL,South,"Non-MSA counties from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other,0.0,0,2020-02-11
72839,2020,Union,County,North Carolina,South Atlantic,UNION,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,16.0,M,Business,Residence/Home,Unknown,Office Equipment,1250.0,650,2020-09-11
72842,2020,Union,County,North Carolina,South Atlantic,UNION,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,16.0,M,Individual,Residence/Home,Unknown,Office Equipment,1250.0,650,2020-09-11
72851,2020,Grady,County,Georgia,South Atlantic,GRADY,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,White,Not Hispanic or Latino,22.0,M,Individual,Residence/Home,Unknown,Automobile,800.0,800,2020-03-25
72852,2020,Charlotte-Mecklenburg,City,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Theft From Building,Black or African American,Not Hispanic or Latino,51.0,M,Business,Drug Store/Doctor's Office/Hospital,Unknown,Other,76.0,76,2020-05-08
72856,2020,Robeson,County,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,White,Unknown,28.0,M,Individual,Construction Site,Unknown,Other,600.0,600,2020-01-26
72875,2020,Greensboro,City,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Automobile,10000.0,10000,2020-09-30
72879,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,33.0,M,Business,Parking/Drop Lot/Garage,Unknown,Radio/ TV/ VCR,5000.0,5000,2020-02-12
72882,2020,Valley,City,Alabama,East South Central,CHAMBERS,South,"Cities from 2,500 thru 9,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Dock/Wharf/Freight/Modal Terminal,Unknown,Trailers,10000.0,10000,2020-02-07
72887,2020,Millen,City,Georgia,South Atlantic,JENKINS,South,"Cities from 2,500 thru 9,999",All Other Larceny,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Bank/Savings and Loan,Unknown,Documents/ Personal or Business,0.0,0,2020-02-20
72888,2020,Millen,City,Georgia,South Atlantic,JENKINS,South,"Cities from 2,500 thru 9,999",All Other Larceny,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Bank/Savings and Loan,Unknown,Money,900.0,900,2020-02-20
72889,2020,Millen,City,Georgia,South Atlantic,JENKINS,South,"Cities from 2,500 thru 9,999",Credit Card/Automated Teller Machine Fraud,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Bank/Savings and Loan,Unknown,Documents/ Personal or Business,0.0,0,2020-02-20
72890,2020,Millen,City,Georgia,South Atlantic,JENKINS,South,"Cities from 2,500 thru 9,999",Credit Card/Automated Teller Machine Fraud,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Bank/Savings and Loan,Unknown,Money,900.0,900,2020-02-20
72891,2020,Millen,City,Georgia,South Atlantic,JENKINS,South,"Cities from 2,500 thru 9,999",Counterfeiting/Forgery,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Bank/Savings and Loan,Unknown,Documents/ Personal or Business,0.0,0,2020-02-20
72892,2020,Millen,City,Georgia,South Atlantic,JENKINS,South,"Cities from 2,500 thru 9,999",Counterfeiting/Forgery,Black or African American,Not Hispanic or Latino,34.0,M,Individual,Bank/Savings and Loan,Unknown,Money,900.0,900,2020-02-20
72898,2020,Marshall,County,West Virginia,South Atlantic,MARSHALL,South,"MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Construction Site,Unknown,Trucks,1.0,1,2021-01-10
72902,2020,Marshall,County,West Virginia,South Atlantic,MARSHALL,South,"MSA counties from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Construction Site,Unknown,Trucks,1.0,1,2021-01-10
72907,2020,Sanford,City,North Carolina,South Atlantic,LEE,South,"Cities from 25,000 thru 49,999",All Other Larceny,Black or African American,Unknown,14.0,M,Individual,Residence/Home,Handgun (Automatic),Firearms,329.0,329,2020-10-21
72909,2020,Sanford,City,North Carolina,South Atlantic,LEE,South,"Cities from 25,000 thru 49,999",All Other Larceny,Black or African American,Unknown,14.0,M,Society/Public,Residence/Home,Handgun (Automatic),Firearms,329.0,329,2020-10-21
72947,2020,Kaufman,City,Texas,West South Central,KAUFMAN,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,27000.0,27000,2020-04-03
72980,2020,Sanford,City,North Carolina,South Atlantic,LEE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,Unknown,18.0,M,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2020-11-28
72990,2020,Sanford,City,North Carolina,South Atlantic,LEE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Unknown,15.0,M,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2020-11-28
73000,2020,Sanford,City,North Carolina,South Atlantic,LEE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,16.0,F,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2020-11-28
73010,2020,Sanford,City,North Carolina,South Atlantic,LEE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Unknown,16.0,M,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2020-11-28
73036,2020,Joplin,City,Missouri,West North Central,"JASPER, NEWTON",Midwest,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,800.0,800,2020-07-29
73049,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Trucks,1500.0,1500,2020-05-16
73064,2020,Charlotte-Mecklenburg,City,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Unknown,31.0,M,Business,Residence/Home,Unknown,Trucks,1000.0,1000,2020-10-17
73107,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,29.0,M,Business,Air/Bus/Train Terminal,Unknown,Merchandise,3500.0,3500,2020-05-14
73108,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,29.0,M,Business,Air/Bus/Train Terminal,Unknown,Consumable Goods,3200.0,3200,2020-05-14
73109,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,0.0,M,Business,Air/Bus/Train Terminal,Unknown,Merchandise,3500.0,3500,2020-05-14
73110,2020,Memphis,City,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,0.0,M,Business,Air/Bus/Train Terminal,Unknown,Consumable Goods,3200.0,3200,2020-05-14
73111,2020,Iredell,County,North Carolina,South Atlantic,IREDELL,South,"MSA counties 100,000 or over",All Other Larceny,White,Not Hispanic or Latino,39.0,F,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,1.0,1,2020-10-12
73114,2020,Pike,County,Mississippi,East South Central,PIKE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1.0,1,2020-11-15
73115,2020,Pike,County,Mississippi,East South Central,PIKE,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1.0,1,2020-11-15
73118,2020,Wendell,City,North Carolina,South Atlantic,WAKE,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Rental Storage Facility,Unknown,Other,10.0,10,2020-10-10
73121,2020,Wendell,City,North Carolina,South Atlantic,WAKE,South,"Cities from 2,500 thru 9,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Business,Rental Storage Facility,Unknown,Other,10.0,10,2020-10-10
73124,2020,Wendell,City,North Carolina,South Atlantic,WAKE,South,"Cities from 2,500 thru 9,999",Theft From Building,Unknown,Unknown,0.0,U,Business,Rental Storage Facility,Unknown,Other,10.0,10,2020-10-10
73127,2020,Wendell,City,North Carolina,South Atlantic,WAKE,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Rental Storage Facility,Unknown,Other,10.0,10,2020-10-10
73130,2020,Wendell,City,North Carolina,South Atlantic,WAKE,South,"Cities from 2,500 thru 9,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Rental Storage Facility,Unknown,Other,10.0,10,2020-10-10
73133,2020,Wendell,City,North Carolina,South Atlantic,WAKE,South,"Cities from 2,500 thru 9,999",Theft From Building,Unknown,Unknown,0.0,U,Individual,Rental Storage Facility,Unknown,Other,10.0,10,2020-10-10
73159,2020,Charlotte-Mecklenburg,City,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,21.0,M,Individual,Residence/Home,Unknown,Automobile,15000.0,1,2020-10-25
73175,2020,State Police:,State Police,West Virginia,South Atlantic,MERCER,South,"Non-MSA counties under 10,000",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,2500.0,2500,2020-03-27
73186,2020,Raleigh,County,West Virginia,South Atlantic,RALEIGH,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,White,Not Specified,40.0,M,Individual,Residence/Home,Unknown,Other,60.0,0,2020-02-07
73187,2020,Raleigh,County,West Virginia,South Atlantic,RALEIGH,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,White,Not Specified,40.0,M,Individual,Residence/Home,Unknown,Medical/ Medical Lab Equipment,60.0,60,2020-02-06
73197,2020,Charlotte-Mecklenburg,City,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,0.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,10000.0,10000,2020-06-03
73207,2020,Jackson,City,Ohio,East North Central,JACKSON,Midwest,"Cities from 2,500 thru 9,999",Theft From Motor Vehicle,White,Unknown,38.0,M,Business,Other/Unknown,Unknown,Tools,3312.0,600,2020-06-08
73208,2020,Jackson,City,Ohio,East North Central,JACKSON,Midwest,"Cities from 2,500 thru 9,999",Stolen Property Offenses,White,Unknown,38.0,M,Business,Residence/Home,Unknown,Tools,3312.0,600,2020-06-08
73210,2020,Edgartown,City,Massachusetts,New England,DUKES,Northeast,"Cities from 2,500 thru 9,999",All Other Larceny,White,Not Hispanic or Latino,45.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Watercraft,1000.0,1000,2020-08-02
73211,2020,Edgartown,City,Massachusetts,New England,DUKES,Northeast,"Cities from 2,500 thru 9,999",All Other Larceny,White,Not Hispanic or Latino,45.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Vehicle Parts,500.0,500,2020-08-02
73212,2020,Edgartown,City,Massachusetts,New England,DUKES,Northeast,"Cities from 2,500 thru 9,999",All Other Larceny,White,Not Hispanic or Latino,45.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Watercraft Equipment/ Parts/ Accessories,500.0,500,2020-08-02
73251,2020,Seattle,City,Washington,Pacific,KING,West,"Cities from 500,000 thru 999,999",Burglary/Breaking & Entering,White,Hispanic or Latino,31.0,F,Business,Specialty Store,Unknown,Camping/ Hunting/ Fishing Equipment/ Supplies,1.0,1,2020-12-21
73278,2020,Wilson,County,North Carolina,South Atlantic,WILSON,South,"Non-MSA counties from 25,000 thru 99,999",Stolen Property Offenses,White,Not Hispanic or Latino,32.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1500.0,1500,2020-11-16
73279,2020,Wilson,County,North Carolina,South Atlantic,WILSON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,32.0,M,Individual,Residence/Home,Unknown,Automobile,1500.0,1500,2020-11-16
73280,2020,Wilson,County,North Carolina,South Atlantic,WILSON,South,"Non-MSA counties from 25,000 thru 99,999",Stolen Property Offenses,White,Not Hispanic or Latino,33.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,1500.0,1500,2020-11-16
73281,2020,Wilson,County,North Carolina,South Atlantic,WILSON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,White,Not Hispanic or Latino,33.0,M,Individual,Residence/Home,Unknown,Automobile,1500.0,1500,2020-11-16
73312,2020,Lake Havasu City,City,Arizona,Mountain,MOHAVE,West,"Cities from 50,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,36.0,F,Business,Construction Site,Unknown,Trailers,10000.0,10000,2020-04-30
73323,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Trailers,45000.0,45000,2020-07-07
73324,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Other,41300.0,40000,2020-07-06
73325,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Trucks,35000.0,35000,2020-07-08
73328,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Automobile,28000.0,28000,2020-07-08
73329,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Trailers,45000.0,45000,2020-07-07
73330,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Other,41300.0,40000,2020-07-06
73331,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Trucks,35000.0,35000,2020-07-08
73334,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Parking/Drop Lot/Garage,Unknown,Automobile,28000.0,28000,2020-07-08
73335,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Trailers,45000.0,45000,2020-07-07
73336,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Other,41300.0,40000,2020-07-06
73337,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Trucks,35000.0,35000,2020-07-08
73340,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,28000.0,28000,2020-07-08
73341,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Trailers,45000.0,45000,2020-07-07
73342,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Other,41300.0,40000,2020-07-06
73343,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Trucks,35000.0,35000,2020-07-08
73346,2020,Grand Prairie,City,Texas,West South Central,"DALLAS, ELLIS, TARRANT",South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,28000.0,28000,2020-07-08
